treat,age,education,black,hispanic,married,nodegree,re74,re75,re78
1,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342
1,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037
1,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0
1,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613
1,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564
1,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549
1,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0
1,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0
1,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51
1,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62
1,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463
1,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501
1,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28
1,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666
1,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788
1,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944
1,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643
1,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0
1,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773
1,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0
1,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83
1,33.0,11.0,1.0,0.0,0.0,1.0,0.0,7867.916,6281.433
1,22.0,12.0,0.0,0.0,0.0,0.0,6759.994,8455.504,12590.71
1,29.0,10.0,0.0,1.0,0.0,1.0,0.0,8853.674,5112.014
1,33.0,12.0,1.0,0.0,1.0,0.0,20279.95,10941.35,15952.6
1,25.0,14.0,1.0,0.0,1.0,0.0,35040.07,11536.57,36646.95
1,35.0,9.0,1.0,0.0,1.0,1.0,13602.43,13830.64,12803.97
1,35.0,8.0,1.0,0.0,1.0,1.0,13732.07,17976.15,3786.628
1,33.0,11.0,1.0,0.0,1.0,1.0,14660.71,25142.24,4181.942
